peopleAhead,activeCounters,hour,dayOfWeek,queueLength,eta
41,5,10,3,49,49.426899095605584
40,3,14,4,53,70.5635026843126
35,4,15,3,41,46.14154818614104
40,4,8,1,48,56.581701822140865
7,2,10,0,17,18.26142137590409
2,1,17,5,3,17.24148243376404
29,2,19,6,43,78.1740193447981
21,2,16,6,34,47.84047387641549
32,1,14,2,38,151.44375561121683
24,1,8,4,35,100.2122136356741
29,3,12,4,30,50.97539770414897
36,2,19,4,47,85.81639332865403
2,2,18,0,10,12.075952213908435
3,4,17,3,8,10.43723042218922
28,2,10,2,41,71.36266730297581
31,3,9,2,35,53.778319382275136
22,5,20,2,25,16.867237278654372
18,2,8,1,24,40.064556492232356
14,3,9,2,28,24.630429969430605
50,3,8,5,58,70.40746973306058
15,5,13,5,26,30.27868838224581
22,3,16,0,25,27.169745751610222
39,4,10,1,40,52.26734298441282
45,5,17,3,59,56.907788274948636
36,4,17,4,43,54.29441640474283
0,2,8,3,9,2.5814875263296804
18,2,13,1,28,60.203990760061664
36,3,13,6,48,57.16476490370534
34,3,9,1,46,58.45762170861367
29,5,11,4,43,33.74454648110332
16,2,20,3,19,40.72280269865129
38,1,19,1,45,207.06811477499352
48,3,18,3,57,99.74401797664115
25,5,18,0,37,34.177414256895595
12,3,19,3,17,22.059902600283905
21,5,12,0,25,31.642792450148676
45,2,13,6,56,104.52464675368952
22,3,13,6,23,41.913874164104584
43,3,9,5,51,65.0354029619589
42,1,12,1,43,230.74660625977427
32,2,12,3,44,70.05720057991293
26,5,17,3,34,42.06448743362092
34,1,9,1,39,169.919881298196
11,5,14,0,17,15.15959219800509
8,3,17,6,22,20.96849091765344
33,4,9,0,36,40.2642664532651
13,3,8,2,22,23.561998193077574
36,2,19,3,44,92.15413246515374
2,5,13,1,7,10.595437969362852
43,1,8,6,53,188.09994911595916
43,3,11,1,46,67.88177812983196
20,5,11,6,30,23.02764034148832
6,1,13,1,19,45.138653641115
32,3,19,3,39,57.05266092300637
34,4,12,6,44,56.35088654750476
10,4,11,5,11,10.16420179142189
44,3,13,4,52,85.63485742252163
31,2,17,1,43,95.28858682160894
21,4,12,1,22,34.55984473128238
41,5,14,6,48,51.27352940557726
18,2,12,4,22,57.27890025438062
35,2,16,1,41,82.87655676837484
36,3,10,3,50,71.87996922538441
10,5,20,6,14,7.489526030690058
40,5,9,5,53,40.83962213709115
12,1,20,5,24,61.975625966595985
27,4,8,4,34,36.635147074157985
48,4,12,2,58,78.34989685840154
14,2,18,4,18,33.9966603220933
12,2,19,5,17,34.874040165782134
42,3,20,6,53,59.090765981805106
32,5,15,6,33,39.87678489253933
7,4,16,0,18,12.004342748510338
31,1,10,2,35,155.3095761305458
36,4,14,1,49,65.88394084564963
47,4,11,1,48,68.59118994714828
3,4,14,5,6,10.691625520751742
50,2,12,3,54,150.92424702513208
17,5,13,1,28,33.01364766145411
22,5,15,6,34,23.11004829077568
28,4,17,6,33,43.828868897141774
1,5,20,0,2,0.0
12,3,17,2,24,29.387668329269502
15,2,16,3,21,41.01369880244583
7,2,15,5,21,21.686925818631547
18,5,13,0,28,27.05187179541105
31,4,19,2,37,46.366870042056455
2,4,12,3,5,6.626031142575088
50,4,11,4,63,85.25868445665864
48,5,9,1,58,55.59846462595313
31,4,15,1,35,48.170069906891555
40,5,10,0,52,42.74583434789241
20,1,13,1,27,104.8343251194588
24,5,8,3,36,30.688918748624793
16,3,12,2,24,28.364669768342925
24,4,10,2,33,30.041632821096144
32,4,8,2,35,51.98749226186176
30,2,14,5,34,83.81635729271885
35,5,15,2,46,36.39755300060047
22,1,17,2,25,104.24871267423194
46,4,16,5,51,52.787816000436834
43,2,11,1,53,104.75938735729417
24,5,9,2,33,27.445324977987607
48,2,15,6,53,94.5019751157348
43,1,16,0,56,231.87720996185425
47,5,11,1,49,57.69408912068129
29,4,13,2,31,37.73472397268759
12,5,19,3,19,19.30308628961786
42,4,12,4,48,60.69083625985143
46,3,20,2,47,77.6482028921654
28,4,16,5,39,40.228560873784204
15,2,19,2,19,46.20168086257188
37,1,18,1,48,194.70007759324838
26,5,11,1,37,29.777427238684137
25,3,14,4,32,42.181680587514045
10,3,9,0,15,11.812428654397202
46,3,8,6,54,59.37801256588207
36,2,8,0,50,86.95389616115759
2,4,12,0,12,5.565297256158461
25,3,14,2,37,50.60174438022714
33,1,19,5,39,177.11327368724577
32,1,12,6,46,171.58800733997
14,5,11,1,26,21.218996841703174
1,1,16,2,10,8.433400706701265
27,4,9,1,35,42.421476535337945
19,4,9,6,24,29.51781184895065
37,3,17,4,39,58.44194217651217
43,4,8,0,49,53.35092027299809
15,4,12,0,23,21.44007811496285
45,3,19,1,47,73.18750999373196
3,5,12,5,13,10.86880339080427
7,4,8,3,20,13.246359772413935
43,4,13,1,44,70.83605986537626
45,2,12,1,54,119.47779567266059
19,5,14,3,25,30.813724951709116
25,3,18,6,28,39.9160126768527
31,2,19,1,39,85.24593430180852
12,2,8,0,24,27.850316607027935
4,5,10,5,9,6.356960318354009
43,4,20,5,52,62.32534546857832
41,3,17,2,51,78.11895582788293
50,5,20,1,54,53.13171742420596
12,2,16,3,21,28.041301598357993
40,1,13,5,41,163.04925956761636
10,3,9,0,14,11.908018064775
36,1,20,0,38,164.490188953296
31,4,16,0,32,41.0877180830294
44,5,10,4,48,48.51574050024192
41,4,10,2,49,52.56480269715389
17,5,9,3,27,15.94990515446673
28,2,12,4,34,62.54801441078179
14,4,10,6,23,16.204592134584416
19,1,13,3,23,90.14314661122776
43,2,12,2,45,108.87679391309067
35,5,18,1,48,55.69663028161068
4,2,16,6,5,9.622558309827703
39,1,17,5,43,153.83417180162007
36,3,17,3,44,61.00822289604283
32,5,19,4,40,36.60732852122648
17,3,10,6,23,23.961221287281948
18,2,10,3,31,39.84407901962388
50,4,11,2,61,60.2784589236003
31,5,12,5,42,41.04620992839312
41,2,17,3,51,105.06875788587374
21,5,15,1,32,28.24121068762715
40,1,9,2,50,160.5936764828042
0,2,17,0,6,10.093039067100197
24,4,8,4,37,27.424432075435
19,5,14,1,29,37.46442087892531
34,4,15,4,36,50.07728395635872
44,4,12,1,57,80.0760761062232
5,1,15,5,10,25.986813558147187
5,3,15,5,10,6.156582103212854
49,2,11,0,62,121.8469083235761
36,3,17,0,40,60.59557126515232
48,3,18,0,58,88.26139187562656
2,1,10,1,12,11.509567801292928
36,4,20,4,39,58.338420209997594
30,4,16,3,37,48.49808533146476
34,2,11,4,36,70.37688771206143
44,1,13,6,53,177.251066071015
14,5,9,3,23,22.09923158983753
16,4,14,1,25,30.176517903576148
14,2,19,6,23,38.85811580389948
4,5,14,1,10,11.91067644622008
21,3,13,2,23,44.998394372918945
45,1,19,5,58,187.14941345699594
10,5,18,3,13,19.827819195143373
27,4,8,4,33,39.24890726927221
13,2,9,6,20,30.339098511987416
38,2,10,5,45,97.14843592439844
2,1,10,5,7,8.617661994927843
41,3,13,3,55,83.33574158813956
10,4,18,0,17,16.213086852944706
29,3,15,5,31,48.538345450862714
37,1,10,5,43,173.92136836296567
4,1,11,1,7,24.792127163690076
21,3,16,5,35,33.01951186657296
12,5,19,0,26,25.60796687992044
43,5,15,0,50,57.79479027545921
50,1,15,5,64,201.58280181239704
50,5,8,5,64,58.676779472279065
20,5,16,0,34,25.693553745615667
36,2,14,3,45,81.50308895038995
24,3,17,1,30,46.726331002112396
20,2,11,4,26,40.94891814963156
27,2,20,4,29,72.23720716590927
40,1,13,6,53,202.01581382119815
3,1,8,1,14,19.821088531800015
28,1,20,0,42,103.97857755460956
46,2,18,3,48,99.00544304553357
34,4,15,6,41,52.26118006270172
22,2,16,4,36,51.3806447900953
6,2,16,1,14,20.60644285422411
45,2,19,3,47,112.38663660013788
45,5,16,5,57,59.781059424063564
8,5,20,6,15,9.044661974301194
22,1,8,1,32,110.49708931258951
2,2,17,6,8,12.757004031472416
8,2,17,6,22,24.20207204991059
3,1,19,6,7,17.952374446576584
48,3,17,1,62,98.58842817333499
24,4,16,4,31,33.79626945191006
5,4,17,3,7,15.01475309793685
47,3,13,4,58,76.14146033342185
17,1,18,5,24,89.59032523594696
44,3,19,2,55,84.93738407092545
6,4,13,5,16,12.302572702536303
34,3,8,1,35,60.539200922404156
30,2,9,2,37,70.03172382179869
37,5,18,6,47,54.35631173253794
31,2,17,1,39,97.10383860138133
34,4,15,6,43,45.863260716555736
27,5,9,5,38,37.192442725510205
43,5,17,0,52,41.42137105145297
4,3,16,0,6,6.143601229580373
29,2,11,2,35,77.16583715325135
21,3,18,2,28,46.651264074121535
16,4,11,0,27,16.589035721486646
9,5,19,6,23,16.69445424917758
6,3,12,4,8,14.592502584324928
3,5,14,2,5,9.121193649521583
41,2,18,4,45,98.30286576606188
26,4,8,0,29,30.202822548874092
6,2,16,6,11,16.666135624776278
22,3,13,5,30,51.43566505025145
10,3,20,0,24,21.052012430314488
7,1,12,0,16,35.74911033864919
7,2,20,3,18,15.286713758213923
36,4,12,6,40,51.53471413119214
4,5,8,2,13,3.92289728164453
6,1,8,5,18,32.2474434685544
21,4,14,0,34,37.88024983931069
35,2,9,0,43,88.23364989384527
1,5,19,3,2,11.683980122733836
23,4,11,5,30,28.473152855863646
50,1,15,0,61,210.4752289821499
1,5,13,0,14,7.212774175542955
47,2,19,6,53,121.48707587502528
11,5,11,4,14,13.29783595244481
46,2,14,1,57,122.13382661542475
41,3,14,1,43,79.03813613598929
25,3,8,0,34,43.09442887671588
37,2,8,1,50,100.27704220490901
44,4,12,2,55,62.89334109080967
5,1,14,1,11,38.3150993348631
22,3,13,2,35,44.23240971383151
1,4,8,4,2,5.085074929332109
25,5,14,3,28,33.99824887687452
13,3,8,4,20,21.8075506806278
17,4,9,1,20,29.362767038702103
37,1,18,3,45,192.49652573211293
31,5,20,5,45,31.512324394735025
50,3,20,5,59,81.58191286768958
13,3,17,4,22,33.53271534189643
29,1,18,2,36,132.5439126915916
12,2,14,5,26,45.682602952822265
39,3,8,6,50,50.02850174338896
30,2,20,1,37,61.29720919476219
36,1,18,6,46,170.39038336394606
44,1,19,2,54,202.66179085045783
37,4,12,1,45,54.166711382051204
21,3,10,4,25,38.21446999073006
27,5,11,0,37,27.808043391822476
18,5,19,4,28,28.268114697286737
42,1,15,5,44,156.71875679554893
15,5,16,1,21,22.78237127761615
4,5,13,2,9,11.62916579355217
43,5,18,1,54,58.949288888201494
48,4,20,6,62,65.774354186666
1,4,20,2,13,3.4553085084413198
9,1,18,3,16,44.51278882161105
46,5,9,4,55,51.42790381742873
18,1,9,6,30,89.09429694974075
19,1,16,1,30,96.48212948421092
28,1,16,0,39,119.76633166417287
24,4,17,1,32,43.574175715784456
16,4,14,5,29,29.855978808434603
50,3,11,0,55,67.87559857754468
50,5,11,0,59,53.47279359544974
12,2,9,1,26,29.272923568087286
44,4,20,1,48,67.91175056766194
15,2,17,1,21,47.124532512321856
34,5,20,1,38,45.01767738639755
35,5,13,6,37,36.82218815434126
38,4,14,1,45,52.213536127212784
2,2,14,4,14,14.187588100591375
8,1,20,0,9,38.01721125593881
39,1,19,5,45,155.3356542531926
49,4,13,4,53,77.92348343650879
45,2,19,0,46,115.5090493227901
28,4,13,6,38,40.182542558972614
4,1,19,6,7,19.506432998476622
2,5,12,3,15,9.111856581368064
9,4,15,4,20,14.661653360556281
30,1,12,4,39,144.9006000593435
10,5,16,2,23,15.070948296161232
16,4,14,0,17,24.60555172700498
39,4,9,1,41,47.767815511413815
40,1,19,5,53,168.32807352528357
7,1,18,5,18,38.48438872713409
1,5,10,2,5,4.019458863275435
3,3,15,0,11,7.2079339360351256
15,5,20,3,27,14.344480443543656
40,4,16,4,47,46.41954948821294
40,4,15,1,45,66.44194852320682
20,4,9,4,22,18.543023052721285
4,1,20,5,12,19.071181852001807
34,4,17,1,41,49.315521943746425
13,4,12,5,22,26.242492809465872
14,5,19,0,26,22.700905483775177
5,1,16,5,13,29.51924374185616
15,5,15,2,17,20.430615248832922
22,3,11,2,31,39.588702477075095
30,5,19,3,36,40.21274949678343
41,5,14,6,54,41.746525987558556
45,3,18,1,59,100.07409137694873
11,5,10,4,21,12.078777974961023
40,4,10,4,45,48.55247100654422
18,4,10,5,25,31.148213046207555
11,2,13,3,17,30.993476656680585
44,1,20,1,57,174.37055474833042
12,4,20,3,20,16.660995667837025
48,1,16,3,56,244.09779832129107
1,5,10,5,12,1.0055828028211788
19,2,10,4,33,51.108213028945144
30,4,15,6,41,43.818997835314335
8,5,20,2,21,10.51197918788569
20,2,15,2,22,44.38437401086449
7,5,17,5,15,18.22979568587035
38,1,14,0,41,195.94751008000736
36,5,11,0,45,46.25989416643108
28,5,8,6,29,24.83125889392089
18,5,12,6,20,20.995733887458066
34,2,20,2,42,89.25193949736015
44,5,19,6,53,62.279857949109484
37,2,16,1,42,86.03001569967766
25,2,14,5,26,70.96575435513479
10,3,20,4,17,20.0241669238829
35,5,10,3,49,35.06752646980655
34,4,15,0,37,35.540811176610305
3,2,18,4,4,14.113984313627213
2,5,12,3,11,8.195669489658648
44,4,17,3,53,73.54363992366547
46,1,9,3,51,185.08557013796747
11,4,9,0,21,17.39527492337578
31,2,13,6,38,84.96346580119071
46,2,10,5,56,88.91612431495022
25,2,13,6,31,58.624692725360774
42,3,10,2,49,54.96721335743514
42,4,11,0,49,48.178943144746334
12,5,17,5,20,21.51542136438743
43,5,19,1,47,53.50314301927333
37,2,20,1,43,98.8615088798659
28,4,13,6,34,41.52292649899011
50,1,14,3,53,212.2957481229304
18,4,20,2,20,22.125394328143944
34,5,8,4,42,42.82707044897502
47,2,16,5,51,112.56882820382374
40,4,14,2,48,61.203940503413364
26,3,16,5,32,48.65662476782126
45,2,8,3,46,121.05348111341777
30,3,13,5,44,64.77385316960142
2,2,10,5,15,5.988878594467501
34,5,11,1,43,52.18441226243478
23,1,10,6,37,119.31440869856247
6,4,12,2,11,15.781505084433691
50,4,9,6,53,54.789451140957574
34,2,9,1,48,96.38763346564019
20,1,14,3,30,106.04566022842198
0,1,11,5,3,0.0
43,5,11,2,53,45.71660255779635
5,3,20,3,7,12.16966952438496
38,4,15,2,44,54.166923446114275
33,2,18,0,42,67.49224845375701
17,1,14,1,30,97.00972340004326
24,4,9,3,25,37.9841794975847
14,4,18,4,25,25.603571978493743
46,4,12,1,50,71.47357851266032
31,1,10,6,44,122.10110559841935
41,5,9,6,44,44.142919591328635
48,4,12,1,56,69.5162973747799
49,1,10,5,52,186.90875826476503
17,1,10,6,24,63.39655999177005
30,2,15,3,31,63.11854150707645
28,5,10,1,32,33.395567424809755
14,5,14,3,16,19.997852864573513
22,5,15,0,34,23.29869709085343
37,1,18,1,44,196.91395007638104
40,1,19,4,53,217.59884642151042
10,5,12,3,22,17.14845116665076
14,1,12,0,22,55.545217394683796
22,5,10,0,29,23.19302728534106
2,2,18,2,12,18.990985972743143
18,3,14,3,31,33.98990892385881
0,3,13,3,2,9.575638318239145
23,3,19,3,26,40.68337850419775
48,3,14,6,50,93.64583839031502
10,2,17,2,20,32.617112031743815
29,1,11,0,40,147.7386839106164
49,2,10,4,59,111.09628459417299
10,4,14,2,19,28.155144609693263
38,1,18,3,39,145.57715621052083
0,5,10,5,4,1.060680269752461
11,4,10,3,17,14.654421682897787
3,4,11,3,13,6.640347638311032
24,2,18,6,26,70.14431344980771
7,4,17,4,15,17.483592845945203
14,2,8,5,26,33.96051559293941
42,4,9,3,50,55.985751522175136
29,2,10,2,38,75.47985438130198
39,1,19,3,49,156.1046979540851
31,4,18,0,32,44.06750819044111
43,2,13,5,53,96.1280307635905
34,3,11,0,37,59.14851456216728
20,3,16,0,28,29.833866889585973
30,4,14,6,38,45.09804106929434
35,2,12,5,44,100.69539690284395
26,1,17,3,37,104.91910422222205
43,4,16,5,55,55.607007529253764
7,1,18,2,12,33.76862338807897
22,2,19,6,28,62.11240238903551
22,3,14,6,25,46.50415043065957
41,2,13,0,48,111.79751385339002
32,1,11,0,35,143.75036977007306
12,3,12,5,21,23.154612320674133
38,4,13,1,44,59.26737580681492
34,3,8,5,38,56.9433352320745
15,4,9,6,25,18.54499721639718
11,4,19,6,20,16.995725297180265
30,3,9,4,35,46.082301706701074
4,3,14,3,6,15.343779064506366
49,1,10,3,53,205.06888773438072
39,3,19,5,52,69.07609169122127
43,5,11,5,54,38.99510912500549
24,3,16,3,37,46.63418775517584
20,1,12,0,29,76.2907079497985
2,5,10,2,12,4.206085553367264
47,5,14,0,49,54.73162568475919
9,2,12,2,17,32.0748998812802
22,5,14,3,25,25.832229897900508
16,4,16,1,23,30.94759710302301
41,1,17,2,45,215.39012329267138
34,2,8,4,48,95.64397063990951
24,3,13,5,34,45.9802619810925
1,5,16,5,15,6.939365115542835
26,2,8,1,29,69.36024611146549
45,4,13,2,57,62.2752718942755
8,2,19,0,20,22.26139233004142
48,4,10,4,52,70.94399391026171
3,2,17,1,16,15.925417802977726
25,2,15,2,35,49.48870972516736
31,3,20,6,39,52.57315252413736
28,3,17,3,40,55.367813209442055
21,3,14,4,33,49.504687462198966
46,2,11,1,60,132.08432290961662
12,5,11,6,14,11.468959735446184
22,2,20,2,26,60.31511867812441
30,3,15,6,35,56.379312028861044
50,2,19,2,61,132.23539453609493
40,5,13,1,45,57.85219218617275
35,4,14,4,41,50.168976599664504
39,1,12,5,46,208.25498525810823
30,3,11,0,33,40.12522817312329
14,2,8,1,24,40.49580383597765
13,5,14,0,27,20.571031122271357
34,3,11,2,36,53.821340069342035
23,3,20,2,34,42.15674903861719
29,4,12,5,32,35.34632362773919
29,1,12,4,37,159.8589584204165
26,2,18,0,40,67.44294639637258
48,2,9,1,50,120.66541513274699
39,3,9,2,52,76.25853072795174
13,5,16,3,25,11.890977859540497
44,3,20,1,53,71.8140150204826
46,4,13,4,47,58.22489846071861
10,1,15,3,15,53.218697791815465
46,4,13,2,56,55.53417465898676
43,5,10,2,50,48.947904292490506
25,2,10,6,32,55.27670411592592
20,5,18,1,29,30.871415737953598
8,4,12,4,22,20.647858837561365
46,2,10,2,49,106.48339288452904
0,1,18,2,9,9.395463409737646
43,3,9,3,45,72.7788961790589
5,1,11,2,16,21.99510760016696
0,3,19,2,2,6.9046640929114576
21,1,11,4,34,81.45444606869114
50,2,20,4,59,109.57032779892755
12,2,16,0,26,23.054459370285144
37,2,14,3,47,105.74851505249464
48,3,15,3,61,87.42809219577649
44,2,8,4,52,98.50315620522419
40,5,14,4,46,49.10098043920781
39,3,17,2,46,84.5867476439155
30,2,16,3,44,71.75084927417807
14,2,16,1,22,29.839707800379532
49,1,19,1,54,193.4437831962703
1,5,19,3,11,11.93869784083349
30,5,12,5,41,47.12942050055304
25,3,8,0,29,42.5111958390241
1,5,20,5,5,4.720622680290516
10,2,13,6,12,28.003423320997936
32,3,10,6,45,47.97322337434052
17,4,14,3,23,22.205996806207956
20,1,15,3,21,77.66840214160914
30,1,13,1,38,161.63952961228858
25,4,9,5,33,33.11816106435132
29,3,17,1,34,58.47693962884944
38,4,18,0,48,62.309432254155276
20,5,17,0,27,29.78148658451466
48,2,16,3,62,110.36971386040462
15,4,20,1,24,25.75667453747705
6,4,14,4,13,15.447519953766383
21,5,16,2,24,18.700411631433354
6,3,9,0,16,11.180854695422761
1,2,13,4,14,12.73141095580413
36,2,16,0,44,59.90882336996228
13,1,15,4,15,58.52897632970544
7,2,17,4,21,23.35069928514151
28,2,12,3,40,79.0015502056952
43,2,17,4,54,96.42895216790039
6,2,18,5,20,24.66763355265248
37,5,9,4,50,40.383337800354695
44,1,14,1,46,211.4920128015108
21,4,15,4,31,30.446389812781845
43,1,15,1,55,201.506818626702
16,3,18,6,28,33.559760150466225
15,4,20,5,18,23.5480710340235
32,1,9,0,37,162.62016621897848
38,1,20,1,52,160.3751438391624
34,1,11,1,40,170.17148374590082
37,1,15,0,38,135.45887412522484
31,1,11,6,41,161.76200658631058
2,1,17,1,4,16.190472051345775
2,5,14,5,13,10.89000697449933
7,5,11,1,13,10.207063199658927
45,4,16,4,51,64.96620195988038
30,2,16,1,41,80.01466513149667
8,1,18,4,22,52.565248465027175
4,2,11,3,7,10.52388256156046
27,5,10,3,41,31.958173903096792
14,3,11,1,17,30.09939553539751
48,1,16,0,59,218.30662978038401
26,4,14,0,33,34.8738061017171
41,2,11,2,51,98.44816858862993
30,4,16,5,36,28.959551431293864
39,1,16,2,52,164.9474582186552
17,2,20,6,27,46.205694108243854
37,2,8,0,46,77.43252734616087
48,1,16,6,61,162.92134028251334
3,3,15,4,7,5.003590649051642
20,1,10,1,33,84.79659659644653
46,4,15,6,57,66.54570560253391
41,5,11,2,51,51.5983734068787
22,5,9,1,30,26.002703276563985
44,5,13,1,49,49.37771775050219
21,2,9,4,27,38.302090970241274
0,2,14,3,3,8.699358140465428
24,1,8,0,32,126.46406101235358
40,2,11,5,50,98.4358430408122
27,4,15,2,29,28.835171557250757
36,1,14,6,48,135.37725849152596
10,4,20,2,17,12.356438559067854
21,5,14,3,30,19.594867886366693
24,4,14,6,30,36.58235819938391
20,5,17,6,33,30.975117597860507
35,2,18,5,37,94.0000516967371
19,1,18,3,31,111.31557123945596
15,3,14,5,21,26.7320894624535
27,4,18,2,30,39.66366479968719
28,1,14,0,40,123.76440168240627
49,3,14,6,59,68.79156423177528
25,1,12,2,34,126.60696217152744
39,3,14,0,51,59.92034947957286
1,1,12,5,12,9.434982159533904
48,5,20,6,54,48.561969610217695
9,3,14,1,12,19.848599847774377
12,1,11,6,24,52.71885972766119
14,3,19,4,21,29.104958902118696
8,5,15,6,15,4.574658600127899
26,3,14,2,40,58.51536317613516
7,3,13,1,18,21.307813087598667
5,1,19,1,18,42.047004343661825
35,4,13,6,38,49.92946819274128
49,5,12,2,53,52.20809770313185
23,1,9,0,34,95.22562526359904
2,2,13,2,10,13.57509947509005
25,3,15,4,32,43.820836505375105
35,2,9,1,38,72.11639174735652
20,1,13,0,24,87.51842265044361
12,4,9,2,17,21.253036539104286
10,5,15,5,21,14.33094628923554
7,1,11,0,8,32.73494914675498
45,4,19,5,50,58.740503002848975
45,1,17,0,53,204.5185373222508
47,4,15,6,48,48.494266847793874
13,2,20,2,24,34.92008096384082
32,4,13,0,41,45.0844105606101
1,5,15,1,11,6.741613313389115
0,2,17,0,5,7.254174583881042
10,3,17,6,20,21.008267578007455
5,2,16,1,17,16.076241437438775
31,2,19,4,38,87.88089791794619
14,3,14,1,24,39.915370382010224
11,2,8,5,16,28.247853868188294
36,2,8,2,42,74.59115909197352
28,3,18,5,36,60.17913310694769
43,3,8,6,53,53.89445784271337
21,5,20,0,29,26.062251567682935
45,2,9,6,54,124.35421028602603
13,2,18,5,17,39.21630362164083
18,2,20,2,29,49.334174697362045
4,5,18,3,17,13.302371224701567
34,2,18,5,41,85.33585090972181
24,3,10,4,34,44.01748741647602
49,3,13,2,58,78.25883275947096
37,3,16,5,39,67.77974832516053
8,3,15,3,21,13.01242362981566
6,4,20,1,13,14.585621342931196
17,3,10,1,25,38.659380765054664
1,5,18,0,8,7.003202865840037
9,4,9,1,13,18.8784156007549
43,2,14,1,45,125.3030554294184
1,3,16,6,4,0.0
44,2,19,0,49,106.93661544970576
7,3,15,3,18,11.562596179096605
6,3,12,2,14,21.486732857223785
34,4,9,4,39,41.96654434355814
22,3,19,5,29,39.52932396630787
7,3,19,4,21,21.990057861680455
20,1,20,0,33,81.9720429170634
32,5,12,3,39,40.901760452764606
46,5,13,1,56,64.13286407753996
0,2,14,3,1,4.589726816606707
11,2,19,0,13,30.545685813624562
10,4,16,2,18,14.355587207704396
47,2,13,1,55,99.89954499669143
29,1,12,4,31,117.30883833665857
3,2,14,2,17,15.699674841258126
33,3,10,1,47,71.39876078487886
22,2,16,6,28,43.883605663193066
31,2,12,6,36,82.6050111430137
2,3,18,1,6,15.700767606406009
27,1,20,2,34,115.43868272260387
3,5,20,4,12,7.738515007236119
49,1,16,5,54,189.04021517220028
11,1,10,5,13,44.86081241232046
23,4,15,3,34,37.22090683683285
32,4,14,6,40,48.65538093937946
2,3,11,6,16,10.020407954380556
3,4,17,3,16,11.107650710121652
29,5,13,3,43,31.46060583719069
5,3,11,3,18,10.907248988607739
48,4,10,6,61,62.9698182435229
29,2,13,2,35,62.37841390356317
7,4,14,3,21,18.901162309714906
17,5,15,3,27,21.747060070144542
15,4,9,6,26,25.546988174978797
5,3,15,1,6,12.664059100151933
23,2,8,6,31,54.330052559691985
50,3,17,3,56,91.7485284573353
27,2,15,0,30,49.03813453575742
31,2,15,3,32,60.873520505185205
24,5,8,1,26,24.94716144159571
27,1,8,2,32,125.46362671870969
20,5,14,0,21,22.46374132868427
7,1,13,1,12,38.820655850557905
35,1,11,6,40,137.35822011698164
8,5,9,5,19,11.44872614049416
39,4,16,2,49,53.21522108266447
20,5,9,5,33,25.10851132632064
50,3,18,0,52,90.73264200374454
0,3,11,1,8,3.7116623755880984
3,3,10,0,8,6.091259146628241
9,3,9,3,22,12.530065713730174
25,1,14,5,27,100.68120686969166
39,1,12,0,42,201.4326955650592
2,5,17,6,4,9.095251488712618
43,2,16,6,54,87.48660773702942
8,2,11,5,19,21.94522588080825
31,1,20,3,38,119.25715005350392
2,4,9,3,3,3.413512097428516
3,1,19,0,17,18.852328004263097
5,4,13,3,7,8.660420886648634
8,2,8,3,19,20.30774092831503
25,1,9,4,32,90.18626099271319
1,5,14,3,14,6.483715182555219
1,3,18,0,3,6.108989652487332
49,2,14,2,51,137.09642707113017
20,1,12,2,28,84.86843996275792
21,1,13,0,32,101.36607254449774
2,3,11,2,6,1.455107251646706
34,2,9,3,43,76.40903998218481
49,5,19,2,52,62.97201813353798
37,5,20,5,38,30.42942637180699
32,5,14,4,38,40.93329209347556
14,2,18,0,26,46.274937249784735
10,5,17,1,19,25.202127741033745
9,4,12,3,15,20.344245452174157
35,1,16,2,44,141.2362115341079
13,4,14,1,25,28.541618728618538
1,2,9,4,13,5.589301801201785
44,5,8,5,49,42.49789322555012
47,5,10,2,48,35.58456347586709
43,5,18,4,55,70.16086693642409
36,3,15,3,44,60.391159207701534
50,3,13,6,63,90.49833201467081
28,5,9,3,32,29.062896710637954
34,1,14,0,36,132.33186836259102
19,3,19,0,21,37.922859664254624
20,2,15,0,28,50.87960363068275
33,5,19,6,40,34.89990563608866
48,1,19,2,54,175.57106417707672
42,3,11,3,49,78.95475473138545
32,2,15,5,39,93.81446196713857
18,3,20,2,22,30.418545442832393
7,2,17,5,18,28.749119172391318
30,5,11,2,42,39.462387757833724
10,1,10,6,22,40.13447272960074
7,4,15,1,12,16.5975191489451
24,3,9,5,35,42.16251707877701
48,1,11,2,59,183.91537371121888
19,4,14,6,21,30.083057526149613
37,5,8,4,40,34.913654214323245
6,2,9,3,12,11.67973492895472
12,5,19,2,15,21.557860418664507
38,1,12,2,50,203.60550635045755
42,1,16,0,53,143.4695163392712
9,3,8,0,16,14.995527043264886
7,4,10,4,10,6.334833932036345
41,4,13,2,54,57.22779812140476
42,3,14,5,51,81.66440118861499
19,5,13,1,32,38.206629738390475
16,4,19,0,30,28.754131789508026
10,5,19,0,15,15.75959893776692
15,2,14,3,27,41.39878507366795
36,1,15,5,37,172.98272953542724
41,2,17,2,45,107.91276901173246
31,3,18,0,33,54.533653360592204
25,4,13,2,34,44.59798892069378
36,2,8,1,46,76.28739533212229
8,1,20,4,11,41.69633604480367
34,4,11,3,45,44.29200025533477
2,5,8,1,7,8.914076999753487
30,4,19,2,41,43.200102792246284
41,1,19,2,43,201.6652986893316
6,4,12,2,16,15.068893819560198
1,2,15,0,10,3.3777592534504364
24,3,20,4,30,38.14348318218667
39,2,20,3,48,101.91157838902348
11,4,9,6,22,11.60868859945497
29,5,12,4,33,37.84771007729013
29,4,20,6,33,29.2855596247475
28,1,13,2,32,144.2419127889026
40,2,20,0,44,91.64240399582744
